3.1602,0.9764,0.9764
3.1718,0.9818,0.9818
3.1576,0.9769,0.9769
3.1728,0.9762,0.9762
3.1526,0.9801,0.9801
3.1646,0.9765,0.9765
3.2032,0.9769,0.9769
3.1910,0.9830,0.9830
3.1521,0.9819,0.9819
3.1894,0.9785,0.9785
3.1686,0.9826,0.9826
3.1560,0.9805,0.9805
3.1336,0.9797,0.9797
3.1713,0.9768,0.9768
3.1752,0.9789,0.9789
3.1535,0.9737,0.9737
3.1134,0.9656,0.9656
3.1579,0.9736,0.9736
3.1707,0.9830,0.9830
3.1695,0.9803,0.9803
3.1572,0.9788,0.9788
3.1372,0.9753,0.9753
3.1782,0.9823,0.9823
3.1560,0.9843,0.9843
3.1073,0.9832,0.9832
3.1318,0.9794,0.9794
3.1570,0.9748,0.9748
3.0953,0.9718,0.9718
3.1565,0.9784,0.9784
3.1470,0.9781,0.9781
3.1541,0.9786,0.9786
3.1245,0.9730,0.9730
3.1101,0.9735,0.9735
3.1570,0.9774,0.9774
3.1027,0.9718,0.9718
3.1410,0.9794,0.9794
3.0591,0.9715,0.9715
3.0836,0.9697,0.9697
3.1049,0.9707,0.9707
3.1350,0.9719,0.9719
3.1127,0.9701,0.9701
3.1154,0.9670,0.9670
3.1312,0.9751,0.9751
3.1290,0.9717,0.9717
3.0985,0.9710,0.9710
3.1039,0.9730,0.9730
3.0942,0.9680,0.9680
3.0657,0.9693,0.9693
3.0939,0.9713,0.9713
3.1084,0.9716,0.9716
3.1305,0.9706,0.9706
3.0765,0.9682,0.9682
3.1068,0.9691,0.9691
3.0844,0.9652,0.9652
3.0782,0.9634,0.9634
3.0950,0.9684,0.9684
3.0926,0.9730,0.9730
3.0888,0.9655,0.9655
3.0899,0.9689,0.9689
3.0543,0.9649,0.9649
3.0760,0.9652,0.9652
3.0839,0.9738,0.9738
3.0676,0.9624,0.9624
3.0902,0.9628,0.9628
3.0991,0.9684,0.9684
3.0946,0.9696,0.9696
3.0965,0.9699,0.9699
3.0579,0.9654,0.9654
3.0806,0.9657,0.9657
3.0825,0.9697,0.9697
3.1203,0.9695,0.9695
3.0647,0.9632,0.9632
3.0795,0.9669,0.9669
3.0561,0.9637,0.9637
3.0681,0.9705,0.9705
3.1138,0.9704,0.9704
3.0952,0.9707,0.9707
3.0757,0.9685,0.9685
3.0686,0.9677,0.9677
3.0795,0.9697,0.9697
3.0761,0.9598,0.9598
3.0652,0.9587,0.9587
3.0999,0.9575,0.9575
3.0586,0.9635,0.9635
3.0597,0.9620,0.9620
3.0864,0.9606,0.9606
3.0297,0.9639,0.9639
3.1269,0.9665,0.9665
3.0838,0.9694,0.9694
3.0431,0.9641,0.9641
3.0640,0.9610,0.9610
3.0788,0.9584,0.9584
3.0266,0.9609,0.9609
3.0396,0.9556,0.9556
3.0224,0.9603,0.9603
3.0994,0.9646,0.9646
3.0204,0.9564,0.9564
3.0914,0.9622,0.9622
3.0534,0.9642,0.9642
3.0662,0.9681,0.9681
3.0795,0.9663,0.9663
3.0059,0.9470,0.9470
3.0278,0.9620,0.9620
3.0944,0.9647,0.9647
3.0327,0.9516,0.9516
3.0456,0.9598,0.9598
3.0308,0.9557,0.9557
3.0418,0.9559,0.9559
3.0063,0.9440,0.9440
3.0169,0.9465,0.9465
2.9994,0.9525,0.9525
3.0311,0.9613,0.9613
3.0456,0.9602,0.9602
3.0306,0.9545,0.9545
3.0199,0.9592,0.9592
3.0727,0.9617,0.9617
3.0245,0.9545,0.9545
2.9958,0.9477,0.9477
3.0470,0.9603,0.9603
3.0578,0.9631,0.9631
3.0411,0.9541,0.9541
2.9861,0.9377,0.9377
3.0419,0.9574,0.9574
3.0043,0.9494,0.9494
3.0117,0.9550,0.9550
3.0343,0.9550,0.9550
3.0252,0.9528,0.9528
3.0450,0.9538,0.9538
3.0221,0.9563,0.9563
3.0238,0.9513,0.9513
3.0201,0.9469,0.9469
3.0124,0.9407,0.9407
3.0185,0.9547,0.9547
2.9756,0.9430,0.9430
2.9849,0.9475,0.9475
3.0002,0.9451,0.9451
2.9604,0.9492,0.9492
3.0220,0.9488,0.9488
3.0009,0.9524,0.9524
3.0204,0.9576,0.9576
2.9825,0.9537,0.9537
2.9917,0.9522,0.9522
2.9762,0.9441,0.9441
3.0007,0.9457,0.9457
2.9890,0.9507,0.9507
2.9897,0.9462,0.9462
3.0354,0.9565,0.9565
2.9730,0.9442,0.9442
3.0048,0.9525,0.9525
3.0073,0.9464,0.9464
3.0006,0.9483,0.9483
2.9824,0.9395,0.9395
2.9771,0.9328,0.9328
2.9689,0.9357,0.9357
3.0284,0.9528,0.9528
3.0065,0.9387,0.9387
2.9616,0.9432,0.9432
2.9944,0.9345,0.9345
2.9945,0.9406,0.9406
2.9644,0.9450,0.9450
2.9712,0.9428,0.9428
2.9513,0.9403,0.9403
2.9400,0.9404,0.9404
2.9567,0.9390,0.9390
2.9973,0.9431,0.9431
2.9407,0.9430,0.9430
2.9328,0.9331,0.9331
2.9989,0.9405,0.9405
2.9653,0.9406,0.9406
2.9640,0.9418,0.9418
2.9835,0.9432,0.9432
2.9685,0.9518,0.9518
2.9498,0.9376,0.9376
2.9395,0.9356,0.9356
2.9432,0.9382,0.9382
2.9570,0.9392,0.9392
2.9501,0.9358,0.9358
2.9896,0.9402,0.9402
2.9460,0.9331,0.9331
2.9293,0.9390,0.9390
2.9811,0.9354,0.9354
2.9338,0.9348,0.9348
2.9295,0.9332,0.9332
2.9358,0.9361,0.9361
2.9281,0.9350,0.9350
2.9540,0.9380,0.9380
2.9181,0.9274,0.9274
2.9374,0.9309,0.9309
2.9968,0.9361,0.9361
2.9509,0.9329,0.9329
2.9172,0.9366,0.9366
2.8939,0.9335,0.9335
2.8752,0.9240,0.9240
2.8791,0.9272,0.9272
2.9349,0.9379,0.9379
2.9326,0.9322,0.9322
2.9671,0.9382,0.9382
2.9237,0.9336,0.9336
2.8547,0.9207,0.9207
2.8993,0.9348,0.9348
2.9078,0.9331,0.9331
2.9003,0.9325,0.9325
2.9399,0.9358,0.9358
2.9056,0.9351,0.9351
3.0064,0.9316,0.9316
2.9011,0.9280,0.9280
2.9337,0.9395,0.9395
2.9350,0.9396,0.9396
2.8645,0.9280,0.9280
2.8698,0.9343,0.9343
2.9249,0.9280,0.9280
2.8711,0.9303,0.9303
2.9326,0.9256,0.9256
2.8790,0.9271,0.9271
2.9258,0.9325,0.9325
2.9081,0.9291,0.9291
2.8591,0.9258,0.9258
2.8266,0.9243,0.9243
2.8989,0.9294,0.9294
2.8404,0.9199,0.9199
2.8673,0.9267,0.9267
2.8358,0.9191,0.9191
2.7931,0.9179,0.9179
2.8314,0.9243,0.9243
2.8900,0.9350,0.9350
2.9076,0.9267,0.9267
2.8659,0.9313,0.9313
2.8688,0.9260,0.9260
2.8945,0.9274,0.9274
2.8361,0.9229,0.9229
2.8376,0.9098,0.9098
2.8269,0.9162,0.9162
2.8684,0.9328,0.9328
2.7898,0.9178,0.9178
2.7833,0.9142,0.9142
2.8405,0.9264,0.9264
2.8517,0.9256,0.9256
2.8278,0.9258,0.9258
2.7936,0.9220,0.9220
2.7772,0.9192,0.9192
2.8387,0.9239,0.9239
2.8340,0.9190,0.9190
2.8010,0.9274,0.9274
2.8104,0.9371,0.9371
2.8272,0.9258,0.9258
2.7983,0.9147,0.9147
2.8702,0.9297,0.9297
2.8325,0.9242,0.9242
2.8129,0.9232,0.9232
2.7735,0.9221,0.9221
2.7777,0.9102,0.9102
2.8232,0.9248,0.9248
2.7286,0.9112,0.9112
2.7609,0.9156,0.9156
2.7752,0.9169,0.9169
2.7401,0.9141,0.9141
2.7504,0.9115,0.9115
2.8170,0.9276,0.9276
2.7807,0.9096,0.9096
2.7884,0.9136,0.9136
2.6718,0.9109,0.9109
2.7461,0.9152,0.9152
2.7417,0.9117,0.9117
2.8211,0.9217,0.9217
2.7964,0.9173,0.9173
2.7100,0.9097,0.9097
2.7549,0.9139,0.9139
2.7407,0.9151,0.9151
2.7446,0.9195,0.9195
2.7476,0.9115,0.9115
2.7146,0.9054,0.9054
2.7515,0.9169,0.9169
2.7215,0.9124,0.9124
2.7607,0.9124,0.9124
2.7745,0.9229,0.9229
2.7610,0.9255,0.9255
2.7621,0.9129,0.9129
2.6591,0.9037,0.9037
2.7593,0.9188,0.9188
2.7601,0.9202,0.9202
2.6792,0.9106,0.9106
2.6975,0.9160,0.9160
2.6938,0.9148,0.9148
2.6816,0.9049,0.9049
2.7175,0.9166,0.9166
2.7023,0.9168,0.9168
2.7335,0.9296,0.9296
2.7166,0.9203,0.9203
2.7431,0.9143,0.9143
2.6782,0.9082,0.9082
2.7436,0.9157,0.9157
2.7597,0.9222,0.9222
2.6335,0.9026,0.9026
2.7284,0.9153,0.9153
2.6937,0.9143,0.9143
2.6463,0.9141,0.9141
2.6075,0.9072,0.9072
2.6201,0.9131,0.9131
2.6702,0.9098,0.9098
2.7105,0.9155,0.9155
2.7696,0.9259,0.9259
2.6343,0.9005,0.9005
2.6624,0.9120,0.9120
2.6645,0.9115,0.9115
2.7484,0.9256,0.9256
2.6584,0.9078,0.9078
2.6189,0.9100,0.9100
2.7049,0.9171,0.9171
2.6691,0.9127,0.9127
2.6021,0.9205,0.9205
2.5841,0.9061,0.9061
2.6321,0.9072,0.9072
2.7207,0.9234,0.9234
2.6093,0.9131,0.9131
2.6119,0.9144,0.9144
2.5748,0.9031,0.9031
2.5051,0.8997,0.8997
2.6215,0.9158,0.9158
2.5892,0.9060,0.9060
2.5641,0.9091,0.9091
2.5801,0.9071,0.9071
2.5126,0.9011,0.9011
2.5217,0.9042,0.9042
2.6150,0.9147,0.9147
2.5417,0.9109,0.9109
2.6027,0.9158,0.9158
2.6995,0.9219,0.9219
2.5495,0.9088,0.9088
2.5249,0.9044,0.9044
2.6016,0.9114,0.9114
2.5616,0.9017,0.9017
2.5863,0.9095,0.9095
2.6126,0.9146,0.9146
2.5586,0.9102,0.9102
2.6211,0.9145,0.9145
2.4573,0.8979,0.8979
2.6358,0.9143,0.9143
2.5127,0.9041,0.9041
2.5818,0.9151,0.9151
2.5322,0.9109,0.9109
2.4867,0.9026,0.9026
2.5225,0.9051,0.9051
2.5291,0.9089,0.9089
2.6343,0.9139,0.9139
2.6429,0.9149,0.9149
2.4425,0.8985,0.8985
2.4989,0.9075,0.9075
2.4563,0.9046,0.9046
2.5552,0.9161,0.9161
2.4869,0.8993,0.8993
2.4581,0.9043,0.9043
2.6792,0.9236,0.9236
2.4845,0.8994,0.8994
2.5040,0.9066,0.9066
2.4520,0.9027,0.9027
2.4619,0.9031,0.9031
2.6279,0.9127,0.9127
2.4212,0.9058,0.9058
2.3262,0.8931,0.8931
2.5140,0.9130,0.9130
2.4540,0.9071,0.9071
2.4321,0.9063,0.9063
2.4549,0.9087,0.9087
2.6043,0.9172,0.9172
2.4720,0.9109,0.9109
2.5226,0.9088,0.9088
2.4692,0.9065,0.9065
2.4623,0.9120,0.9120
2.4342,0.9017,0.9017
2.4230,0.9087,0.9087
2.5278,0.9085,0.9085
2.4197,0.9085,0.9085
