3.2456,0.9827,4.2283
3.2796,0.9884,4.2680
3.2796,0.9883,4.2680
3.2823,0.9902,4.2725
3.2192,0.9862,4.2054
3.1889,0.9858,4.1747
3.1803,0.9790,4.1593
3.2085,0.9851,4.1937
3.1241,0.9741,4.0982
3.1763,0.9834,4.1597
3.1529,0.9775,4.1304
3.1650,0.9844,4.1494
3.0984,0.9714,4.0697
3.1148,0.9665,4.0813
3.0685,0.9688,4.0372
3.1161,0.9752,4.0914
3.0573,0.9635,4.0208
3.0507,0.9638,4.0145
3.0566,0.9637,4.0203
3.1118,0.9612,4.0729
3.0624,0.9598,4.0222
3.0261,0.9598,3.9859
3.0337,0.9554,3.9891
3.0166,0.9568,3.9734
2.9692,0.9475,3.9167
2.9341,0.9454,3.8795
3.0371,0.9576,3.9947
3.0129,0.9584,3.9713
2.8656,0.9390,3.8046
2.9687,0.9495,3.9181
2.9925,0.9460,3.9385
2.9700,0.9504,3.9204
2.9077,0.9413,3.8490
2.8509,0.9308,3.7817
2.9209,0.9431,3.8640
2.9361,0.9464,3.8825
2.8481,0.9376,3.7857
2.7916,0.9264,3.7180
2.8464,0.9358,3.7822
2.9276,0.9433,3.8708
2.9073,0.9383,3.8456
2.7963,0.9270,3.7233
2.8187,0.9340,3.7528
2.9232,0.9430,3.8662
2.8237,0.9396,3.7632
2.8218,0.9353,3.7571
2.8131,0.9353,3.7484
2.8270,0.9227,3.7497
2.7235,0.9105,3.6340
2.7299,0.9173,3.6472
2.8282,0.9242,3.7524
2.7467,0.9246,3.6713
2.7383,0.9127,3.6510
2.7210,0.9185,3.6395
2.7711,0.9185,3.6896
2.6870,0.9147,3.6017
2.7311,0.9097,3.6409
2.6956,0.9204,3.6160
2.7256,0.9145,3.6401
2.6392,0.9061,3.5452
2.7075,0.9091,3.6166
2.6783,0.9219,3.6002
2.5999,0.9010,3.5009
2.6500,0.9083,3.5584
2.6492,0.9093,3.5585
2.5993,0.8957,3.4950
2.6891,0.9053,3.5944
2.5768,0.8967,3.4735
2.5745,0.8821,3.4566
2.6010,0.8878,3.4888
2.6295,0.9068,3.5363
2.6200,0.8963,3.5163
2.6068,0.9017,3.5085
2.5738,0.8915,3.4654
2.5876,0.9015,3.4892
2.5814,0.8853,3.4667
2.5686,0.8958,3.4645
2.5465,0.8755,3.4219
2.5317,0.8832,3.4149
2.5909,0.8906,3.4815
2.5235,0.8866,3.4102
2.4976,0.8776,3.3752
2.5310,0.8842,3.4152
2.5691,0.8841,3.4533
2.4808,0.8789,3.3596
2.5121,0.8865,3.3986
2.5297,0.8865,3.4162
2.4633,0.8734,3.3367
2.4350,0.8854,3.3205
2.5334,0.8786,3.4120
2.4525,0.8752,3.3277
2.5064,0.8818,3.3882
2.4926,0.8790,3.3716
2.4833,0.8727,3.3560
2.4464,0.8732,3.3196
2.4498,0.8789,3.3287
2.4008,0.8764,3.2772
2.4628,0.8854,3.3482
2.4550,0.8851,3.3401
2.4197,0.8728,3.2924
2.4370,0.8595,3.2965
2.4492,0.8845,3.3337
2.4628,0.8754,3.3382
2.3570,0.8726,3.2296
2.3565,0.8730,3.2294
2.4064,0.8635,3.2699
2.4234,0.8697,3.2932
2.3779,0.8673,3.2453
2.4187,0.8674,3.2861
2.3284,0.8645,3.1929
2.3949,0.8656,3.2605
2.3460,0.8622,3.2082
2.3404,0.8626,3.2030
2.3271,0.8689,3.1960
2.3165,0.8634,3.1799
2.3246,0.8656,3.1902
2.3137,0.8669,3.1806
2.3304,0.8659,3.1962
2.3230,0.8611,3.1840
2.3621,0.8654,3.2275
2.2747,0.8614,3.1361
2.3550,0.8767,3.2317
2.3668,0.8617,3.2285
2.3039,0.8591,3.1629
2.2590,0.8624,3.1214
2.3129,0.8707,3.1836
2.2790,0.8578,3.1368
2.4081,0.8753,3.2834
2.1890,0.8491,3.0381
2.2590,0.8570,3.1160
2.2199,0.8667,3.0866
2.2400,0.8666,3.1066
2.2383,0.8529,3.0912
2.3296,0.8584,3.1880
2.2358,0.8550,3.0908
2.1945,0.8429,3.0374
2.2613,0.8614,3.1227
2.2773,0.8515,3.1287
2.2137,0.8502,3.0638
2.2653,0.8605,3.1258
2.2172,0.8601,3.0774
2.2718,0.8629,3.1347
2.2145,0.8602,3.0747
2.2929,0.8566,3.1495
2.2699,0.8643,3.1342
2.2221,0.8642,3.0864
2.2457,0.8638,3.1095
2.1820,0.8602,3.0421
2.1705,0.8525,3.0230
2.1572,0.8543,3.0115
2.1718,0.8591,3.0309
2.2584,0.8545,3.1129
2.1593,0.8585,3.0178
2.1430,0.8547,2.9977
2.1740,0.8451,3.0190
2.2834,0.8663,3.1497
2.1232,0.8470,2.9702
2.1054,0.8470,2.9523
2.1185,0.8468,2.9653
2.1400,0.8439,2.9839
2.2182,0.8579,3.0761
2.1202,0.8564,2.9766
2.1937,0.8635,3.0572
2.1410,0.8580,2.9990
2.1178,0.8522,2.9700
2.1285,0.8471,2.9756
2.1745,0.8588,3.0333
2.1748,0.8581,3.0329
2.0174,0.8407,2.8581
2.0478,0.8438,2.8915
2.0651,0.8450,2.9100
2.1147,0.8544,2.9691
2.1081,0.8557,2.9637
2.1096,0.8579,2.9675
2.0548,0.8548,2.9095
2.0594,0.8501,2.9094
2.0666,0.8485,2.9151
2.1336,0.8605,2.9941
2.1143,0.8561,2.9704
2.0637,0.8435,2.9072
2.0420,0.8501,2.8921
2.1020,0.8551,2.9572
2.0449,0.8564,2.9012
1.9978,0.8464,2.8441
2.0184,0.8496,2.8679
2.1758,0.8644,3.0402
2.0363,0.8404,2.8768
1.9945,0.8436,2.8381
2.0524,0.8380,2.8904
1.9923,0.8412,2.8335
1.9635,0.8379,2.8015
1.8908,0.8384,2.7292
1.9460,0.8503,2.7963
1.9492,0.8366,2.7859
2.0372,0.8439,2.8811
1.8753,0.8250,2.7003
2.0126,0.8385,2.8511
1.9335,0.8269,2.7604
1.9133,0.8284,2.7418
1.9052,0.8339,2.7391
1.8719,0.8241,2.6960
2.0218,0.8405,2.8624
2.0119,0.8388,2.8507
