3.2782,0.9859,3.2782
3.2657,0.9869,3.2657
3.2332,0.9845,3.2332
3.2474,0.9843,3.2474
3.1922,0.9784,3.1922
3.1763,0.9681,3.1763
3.2089,0.9684,3.2089
3.1619,0.9739,3.1619
3.1282,0.9617,3.1282
3.1412,0.9524,3.1412
3.1181,0.9597,3.1181
3.1361,0.9676,3.1361
3.1146,0.9549,3.1146
3.0793,0.9532,3.0793
3.0631,0.9501,3.0631
3.0832,0.9520,3.0832
3.0619,0.9480,3.0619
3.0595,0.9377,3.0595
3.0506,0.9434,3.0506
3.0901,0.9506,3.0901
3.0054,0.9340,3.0054
3.0113,0.9381,3.0113
3.0018,0.9372,3.0018
3.0232,0.9392,3.0232
2.9249,0.9242,2.9249
2.9941,0.9382,2.9941
2.9427,0.9261,2.9427
2.9732,0.9354,2.9732
2.9128,0.9219,2.9128
2.9338,0.9354,2.9338
3.0042,0.9334,3.0042
2.9451,0.9323,2.9451
2.8988,0.9204,2.8988
2.9145,0.9254,2.9145
2.9333,0.9207,2.9333
2.8938,0.9159,2.8938
2.8484,0.9182,2.8484
2.9023,0.9196,2.9023
2.8050,0.9152,2.8050
2.8401,0.9098,2.8401
2.8369,0.9188,2.8369
2.8512,0.9192,2.8512
2.8293,0.9121,2.8293
2.8118,0.9145,2.8118
2.7969,0.9142,2.7969
2.8091,0.9175,2.8091
2.8020,0.9170,2.8020
2.8856,0.9403,2.8856
2.7672,0.9087,2.7672
2.8047,0.9128,2.8047
2.7674,0.9107,2.7674
2.7649,0.9014,2.7649
2.8298,0.9242,2.8298
2.7601,0.9139,2.7601
2.7578,0.9184,2.7578
2.7256,0.9040,2.7256
2.7491,0.9024,2.7491
2.7503,0.9034,2.7503
2.7439,0.9223,2.7439
2.7198,0.9098,2.7198
2.7097,0.8976,2.7097
2.7665,0.9208,2.7665
2.6536,0.9019,2.6536
2.6624,0.9013,2.6624
2.6207,0.8931,2.6207
2.6140,0.8937,2.6140
2.6982,0.9157,2.6982
2.5569,0.8921,2.5569
2.7318,0.9136,2.7318
2.6305,0.8957,2.6305
2.6710,0.9013,2.6710
2.6232,0.8965,2.6232
2.5265,0.8815,2.5265
2.6091,0.9031,2.6091
2.6397,0.8987,2.6397
2.5788,0.8884,2.5788
2.5523,0.8897,2.5523
2.6156,0.8949,2.6156
2.5991,0.8979,2.5991
2.5155,0.8955,2.5155
2.5093,0.8913,2.5093
2.5368,0.8932,2.5368
2.4467,0.8801,2.4467
2.5168,0.8893,2.5168
2.4533,0.8818,2.4533
2.5300,0.8927,2.5300
2.5086,0.8879,2.5086
2.5096,0.8899,2.5096
2.6133,0.8977,2.6133
2.5035,0.8802,2.5035
2.4978,0.8776,2.4978
2.4751,0.8845,2.4751
2.4895,0.8887,2.4895
2.4665,0.8928,2.4665
2.5039,0.8879,2.5039
2.4321,0.8747,2.4321
2.6222,0.8988,2.6222
2.4102,0.8770,2.4102
2.3963,0.8876,2.3963
2.5082,0.8977,2.5082
2.3932,0.8786,2.3932
2.3960,0.8749,2.3960
2.3802,0.8741,2.3802
2.3843,0.8792,2.3843
2.3785,0.8707,2.3785
2.3702,0.8818,2.3702
2.4752,0.8860,2.4752
2.3697,0.8760,2.3697
2.3681,0.8775,2.3681
2.3283,0.8812,2.3283
2.4270,0.8869,2.4270
2.4440,0.8943,2.4440
2.3027,0.8750,2.3027
2.3390,0.8768,2.3390
2.4069,0.8861,2.4069
2.2872,0.8717,2.2872
2.2934,0.8751,2.2934
2.3294,0.8732,2.3294
2.4342,0.8907,2.4342
2.2851,0.8769,2.2851
2.2232,0.8732,2.2232
2.3731,0.8819,2.3731
2.3261,0.8759,2.3261
2.2652,0.8703,2.2652
2.2964,0.8764,2.2964
2.2600,0.8658,2.2600
2.2656,0.8829,2.2656
2.3541,0.8742,2.3541
2.2629,0.8731,2.2629
2.4133,0.8803,2.4133
