0.8968,0.7463,3.5840
3.3097,0.9844,7.9178
3.3104,0.9863,7.9245
3.3090,0.9834,7.9136
3.3436,0.9899,7.9852
3.2540,0.9815,7.8256
3.2882,0.9827,7.8803
3.2674,0.9814,7.8453
3.2389,0.9810,7.8014
3.1587,0.9693,7.6458
3.1985,0.9787,7.7338
3.1729,0.9654,7.6556
3.2518,0.9765,7.8070
3.1723,0.9590,7.6353
3.1471,0.9628,7.6092
3.1945,0.9613,7.6756
3.1725,0.9631,7.6480
3.1044,0.9565,7.5262
3.1266,0.9593,7.5677
3.1173,0.9567,7.5462
3.0798,0.9557,7.4869
3.0726,0.9440,7.4408
3.0470,0.9468,7.4109
3.0421,0.9379,7.3769
3.0532,0.9425,7.4074
3.0928,0.9452,7.4747
3.0455,0.9446,7.4020
3.0234,0.9459,7.3727
3.0360,0.9367,7.3641
3.0168,0.9366,7.3350
3.0390,0.9423,7.3855
2.9538,0.9271,7.2120
2.9537,0.9388,7.2471
2.9967,0.9371,7.3065
3.0008,0.9412,7.3248
2.9372,0.9238,7.1773
2.9555,0.9366,7.2430
2.8960,0.9297,7.1329
2.8935,0.9253,7.1161
2.9156,0.9324,7.1707
2.9247,0.9288,7.1733
2.9371,0.9249,7.1805
2.8531,0.9304,7.0707
2.8512,0.9228,7.0452
2.8605,0.9314,7.0849
2.8881,0.9274,7.1143
2.9209,0.9284,7.1665
2.9109,0.9331,7.1656
2.8515,0.9233,7.0473
2.8375,0.9286,7.0421
2.7617,0.9253,6.9183
2.8076,0.9200,6.9715
2.7829,0.9223,6.9414
2.6844,0.9118,6.7619
2.7348,0.9143,6.8450
2.7815,0.9241,6.9444
2.7868,0.9217,6.9454
2.7949,0.9219,6.9580
2.6905,0.9154,6.7819
2.8145,0.9260,6.9997
2.7804,0.9299,6.9604
2.7560,0.9227,6.9022
2.7790,0.9260,6.9465
2.7193,0.9171,6.8301
2.6539,0.9071,6.7023
2.7409,0.9240,6.8832
2.7975,0.9253,6.9722
2.6862,0.9164,6.7784
2.6977,0.9113,6.7804
2.6079,0.9040,6.6239
2.6484,0.9027,6.6807
2.7285,0.9158,6.8400
2.7206,0.9147,6.8251
2.6911,0.9078,6.7600
2.6637,0.9060,6.7136
2.5865,0.9014,6.5839
2.6747,0.9203,6.7729
2.5645,0.8883,6.5116
2.7557,0.9098,6.8628
2.7333,0.9170,6.8509
2.7197,0.9138,6.8209
2.5117,0.8974,6.4596
2.5728,0.8890,6.5260
2.5654,0.8947,6.5322
2.5925,0.8918,6.5640
2.5885,0.8940,6.5647
2.5594,0.8954,6.5254
2.6469,0.8969,6.6610
2.5733,0.8982,6.5545
2.7268,0.9048,6.8047
2.5082,0.8722,6.3788
2.5451,0.8901,6.4880
2.6811,0.8931,6.7010
2.4395,0.8747,6.2833
2.5202,0.8913,6.4543
